 114822,59181,29612,14689,7440,3619,1787,886,3623,1844,905,2,1828,903,905,3,7493,3724,1818,904,1812,909,910,3,3739,1817,907,3,1916,900,887,2,14839,7420,3605,1774,1816,885,886,2,3650,1785,892,3,1787,888,893,2,7527,3701,1840,888,1784,918,890,2,3752,1790,953,3,1791,887,886,3,29870,14821,7327,3593,1776,887,887,2,3673,1788,887,3,1792,894,886,2,7435,3707,1777,916,1784,887,890,2,3673,1878,915,2,1815,887,954,2,14961,7398,3634,1779,1807,887,888,2,3670,1887,887,3,1795,885,889,3,7347,3674,1780,885,1779,889,961,2,3728,1787,890,2,1786,892,885,3,52496,29547,14717,7282,3619,1784,889,2,3642,1813,886,2,1816,925,887,2,7334,3683,1841,889,1809,889,887,2,3697,1851,915,2,1783,923,893,2,14808,7417,3598,1809,1799,890,895,2,3642,1784,889,2,1837,884,886,2,7438,3682,1779,893,1807,886,888,2,3668,1885,887,2,1813,924,891,2,21993,14756,7317,3619,1776,922,888,2,3658,1774,888,3,1822,912,917,2,7525,3648,1811,887,1807,887,894,3,3666,1782,889,2,1786,884,885,2,5476,7412,3627,1868,1773,945,891,2,3679,1831,932,2,1840,932,907,3,310,418,1823,907,11,10,3,2,2,3,2,3,2,2,3,2
 116043,60057,29633,15002,7393,3651,1775,893,3661,1783,891,2,1815,886,910,2,7448,3650,1784,906,1827,900,888,2,3673,1784,893,3,1787,890,886,2,15121,7484,3670,1772,1786,886,886,2,3679,1790,890,2,1788,893,889,2,7364,3654,1778,920,1813,888,919,2,3672,1781,923,3,1784,891,903,2,29440,14773,7332,3621,1777,887,890,2,3620,1784,886,2,1784,923,886,2,7349,3675,1811,931,1801,888,889,3,3755,1784,951,3,1787,887,905,2,14828,7359,3604,1780,1803,888,920,2,3746,1793,887,2,1788,950,889,2,7623,3761,1815,905,1817,905,904,3,3762,1848,890,3,1789,932,888,3,52831,29731,14766,7266,3585,1774,921,2,3617,1780,888,2,1819,887,888,2,7508,3652,1778,894,1866,888,888,6,3768,1786,888,2,1822,888,887,2,14691,7336,3753,1840,1772,1010,951,3,3713,1819,906,2,1865,905,917,2,7348,3743,1798,889,1834,890,889,3,3668,1781,887,2,1819,888,918,2,22138,14778,7277,3591,1778,886,888,2,3645,1805,982,3,1783,915,931,2,7538,3749,1805,887,1787,888,890,2,3701,1842,923,2,1788,887,914,3,5430,7374,3662,1775,1804,887,888,2,3627,1782,915,2,1794,888,888,2,312,417,1815,889,11,9,3,2,2,2,2,3,2,2,3,2
